// Sabine
// Database File
// 
// Item names are vitally important when using early clients, because
// items are identified by them, instead of using their ids. This file
// contains the names, or "string ids" of the items that were available
// in select early clients, so the server can send the correct strings.
// If you change the name of an item, be sure to also change it in the
// client. The names being the ids also causes issues in general, because
// the official item name table in the alpha client contains names that
// are too long and don't work. For this reason, this server requires a
// modified alpha client, because many items would otherwise crash the
// client, when it can't find the correct sprites. Check the docs folder
// for more information.
// 
// Values: id, name, alphaName, betaName, koreanName
// 
// alphaName:
//   The alpha name should be shorter than 16 characters, because that's
//   the maximum length the client can handle. It should use underscores
//   for consistency, but these are replaced internally, because the
//   client doesn't replace underscores by itself as newer clients do.
// 
// betaName:
//   Beta item names must match the names in the client's itemnametable
//   and should use underscores instead of spaces, as the client does.
//   They are replaced with spaces automatically.
// 
// koreanName:
//   The korean name is important for item descriptions on the alpha
//   and beta clients, as it's needed for the client to find the image
//   displayed in the description window. It needs to match the strings
//   found in the client's item lists, or rather, the names of the sprite
//   and texture files, when read with a Korean encoding.
//---------------------------------------------------------------------------

[
// iRO Alpha (2001-08-30)
//---------------------------------------------------------------------------

// Healing
{ id: 501, name: "Red_Potion", alphaName: "Red_Potion", betaName: "Red_Potion", koreanName: "빨간물약" },
{ id: 1713, name: "Arbalest", alphaName: "Arbalest", betaName: "Arbalest", koreanName: "알바레스트" },

// Armor - Shields
{ id: 2101, name: "Guard", alphaName: "Guard", betaName: "Guard", koreanName: "가드" },
{ id: 2103, name: "Buckler", alphaName: "Buckler", betaName: "Buckler", koreanName: "버클러" },
{ id: 2105, name: "Shield", alphaName: "Shield", betaName: "Shield", koreanName: "실드" },

// Armor - Headgears
{ id: 2208, name: "Ribbon", alphaName: "Ribbon", betaName: "Ribbon", koreanName: "리본" },
{ id: 2210, name: "Hair_Band", alphaName: "Hair_Band", betaName: "Hair_Band", koreanName: "헤어밴드" },
{ id: 2216, name: "Biretta", alphaName: "Biretta", betaName: "Biretta", koreanName: "비레타" },
{ id: 2218, name: "Flu_Mask", alphaName: "Mask", betaName: "Mask", koreanName: "마스크" },
{ id: 2220, name: "Hat", alphaName: "Hat", betaName: "Hat", koreanName: "햇" },
{ id: 2224, name: "Goggles", alphaName: "Goggle", betaName: "Goggle", koreanName: "고글" },
{ id: 2226, name: "Cap", alphaName: "Cap", betaName: "Cap", koreanName: "캡" },
{ id: 2228, name: "Helm", alphaName: "Helm", betaName: "Helm", koreanName: "헬름" },
{ id: 2232, name: "Circlet", alphaName: "Circlet", betaName: "Jewel_Helm", koreanName: "서클릿" },
{ id: 2234, name: "Tiara", alphaName: "Tiara", betaName: "Tiara", koreanName: "티아라" },
{ id: 2235, name: "Crown", alphaName: "Crown", betaName: "Crown", koreanName: "크라운" },

// Armor - Body
{ id: 2301, name: "Cotton_Shirts", alphaName: "Cotton_Shirt", betaName: "Cotton_Shirt", koreanName: "코튼셔츠" },
{ id: 2303, name: "Jacket", alphaName: "Leather_Jacket", betaName: "Leather_Jacket", koreanName: "가죽재킷" },
{ id: 2305, name: "Adventurer's_Suit", alphaName: "Adventure_Suit", betaName: "Adventure_Suit", koreanName: "여행자의옷" },
{ id: 2307, name: "Mantle", alphaName: "Mantle", betaName: "Mantle", koreanName: "하프코트" },
{ id: 2309, name: "Coat", alphaName: "Coat", betaName: "Coat", koreanName: "롱코트" },
{ id: 2311, name: "Mink_Coat", alphaName: "Mink_Coat", betaName: "Mink_Coat", koreanName: "밍크코트" },
{ id: 2312, name: "Padded_Armor", alphaName: "Padded_Armor", betaName: "Padded_Armor", koreanName: "아머" },
{ id: 2314, name: "Chain_Mail", alphaName: "Chain_Mail", betaName: "Chain_Mail", koreanName: "메일" },
{ id: 2316, name: "Full_Plate", alphaName: "Plate_Armor", betaName: "Plate_Armor", koreanName: "플레이트" },
{ id: 2317, name: "Full_Plate", alphaName: "Gallabiya", betaName: "Plate_Armor_", koreanName: "작업복" },
{ id: 2318, name: "Lord's_Clothes", alphaName: "Lord's_Clothes", betaName: "Cloth_of_Lord", koreanName: "영주의옷" },
{ id: 2319, name: "Glittering_Jacket", alphaName: "Glitter_Cloth", betaName: "Glittering_Cloth", koreanName: "빤짝이옷" },
{ id: 2320, name: "Formal_Suit", alphaName: "Formal_Dress", betaName: "Formal_Dress", koreanName: "양복" },
{ id: 2321, name: "Silk_Robe", alphaName: "Silk_Robe", betaName: "Silk_Robe", koreanName: "실크로브" },
{ id: 2323, name: "Scapulare", alphaName: "Scapulare", betaName: "Scapulare", koreanName: "사제복" },
{ id: 2325, name: "Saint's_Robe", alphaName: "Saint_Robe", betaName: "Saint_Robe", koreanName: "법의" },
{ id: 2327, name: "Holy_Robe", alphaName: "Holy_Robe", betaName: "Holy_Robe", koreanName: "성베" },
{ id: 2328, name: "Wooden_Mail", alphaName: "Wooden_Mail", betaName: "Wooden_Mail", koreanName: "나무갑옷" },
{ id: 2330, name: "Tights", alphaName: "Tights", betaName: "Tights", koreanName: "타이즈" },
{ id: 2332, name: "Silver_Robe", alphaName: "Silver_Robe", betaName: "Silver_Robe", koreanName: "실버로브" },
{ id: 2334, name: "Mage_Coat", alphaName: "Magic_Coat", betaName: "Magic_Coat", koreanName: "매직코트" },
{ id: 2335, name: "Thief_Clothes", alphaName: "Thieves'_Cloth", betaName: "Thieves_Cloth", koreanName: "도적의옷" },
{ id: 2337, name: "Ninja_Suit", alphaName: "Ninja_Suit", betaName: "Ninja_Suit", koreanName: "닌자복" },

// Armor - Shoes
{ id: 2401, name: "Sandals", alphaName: "Sandals", betaName: "Sandals", koreanName: "샌들" },
{ id: 2403, name: "Shoes", alphaName: "Shoes", betaName: "Shoes", koreanName: "슈즈" },
{ id: 2405, name: "Boots", alphaName: "Boots", betaName: "Boots", koreanName: "부츠" },

// Armor - Robes
{ id: 2501, name: "Hood", alphaName: "Hood", betaName: "Hood", koreanName: "후드" },
{ id: 2503, name: "Muffler", alphaName: "Muffler", betaName: "Muffler", koreanName: "머플러" },
{ id: 2505, name: "Manteau", alphaName: "Manteau", betaName: "Manteau", koreanName: "망토" },

// Armor - Accessories
{ id: 2601, name: "Ring", alphaName: "Ring", betaName: "Ring", koreanName: "링" },
{ id: 2602, name: "Earring", alphaName: "Earring", betaName: "Earring", koreanName: "이어링" },
{ id: 2603, name: "Necklace", alphaName: "Necklace", betaName: "Necklace", koreanName: "네클리스" },
{ id: 2604, name: "Glove", alphaName: "Glove", betaName: "Globe", koreanName: "글러브" },
{ id: 2605, name: "Brooch", alphaName: "Brooch", betaName: "Brooch", koreanName: "브로치" },
{ id: 2607, name: "Clip", alphaName: "Clip", betaName: "Clip", koreanName: "클립" },
{ id: 2608, name: "Rosary", alphaName: "Rosary", betaName: "Rosary", koreanName: "묵주" },

// Etc
{ id: 903, name: "Reptile_Tongue", alphaName: "Reptile_Tongue", betaName: "Reptile_Tongue", koreanName: "파충류혓바닥" },
{ id: 905, name: "Stem", alphaName: "Stem", betaName: "Trunk", koreanName: "식물의줄기" },
{ id: 910, name: "Garlet", alphaName: "Garlet", betaName: "Garlet", koreanName: "가렛" },
{ id: 912, name: "Zargon", alphaName: "Zargon", betaName: "Zargon", koreanName: "자르곤" },
{ id: 913, name: "Tooth_of_Bat", alphaName: "Tooth_of_Bat", betaName: "Tooth_of_Bat", koreanName: "박쥐의이빨" },
{ id: 914, name: "Fluff", alphaName: "Fluff", betaName: "Fluff", koreanName: "솜털" },
{ id: 915, name: "Chrysalis", alphaName: "Castoff_Skin", betaName: "Castoff_Skin", koreanName: "번데기껍질" },
{ id: 916, name: "Feather_of_Birds", alphaName: "Feather_of_Bird", betaName: "Feather_of_Birds", koreanName: "새의깃털" },
{ id: 917, name: "Talon", alphaName: "Claw_of_Birds", betaName: "Claw_of_Birds", koreanName: "새의발톱" },
{ id: 918, name: "Sticky_Webfoot", alphaName: "Web", betaName: "Web", koreanName: "끈적이는물갈퀴" },
{ id: 919, name: "Animal_Skin", alphaName: "Leather", betaName: "Leather", koreanName: "동물가죽" },
{ id: 920, name: "Wolf_Claw", alphaName: "Claw_of_Wolves", betaName: "Claw_of_Wolves", koreanName: "늑대의발톱" },
{ id: 921, name: "Mushroom_Spore", alphaName: "Mushroom_Spore", betaName: "Mushroom_Spore", koreanName: "버섯포자" },
{ id: 922, name: "Orc's_Fang", alphaName: "Orc's_Cuspid", betaName: "Orcish_Cuspid", koreanName: "오크의송곳니" },
{ id: 923, name: "Evil_Horn", alphaName: "Horn_of_Devil", betaName: "Horn_of_Devil", koreanName: "악마의뿔" },
{ id: 924, name: "Powder_of_Butterfly", alphaName: "Moth_Dust", betaName: "Moth_dust", koreanName: "나비날개분" },
{ id: 925, name: "Bill_of_Birds", alphaName: "Bill_of_Birds", betaName: "Bill_of_Birds", koreanName: "새의부리" },
{ id: 926, name: "Snake_Scale", alphaName: "Scale_of_Snakes", betaName: "Scale_of_Snakes", koreanName: "뱀의비늘" },
{ id: 928, name: "Insect_Feeler", alphaName: "Horn_of_Cukres", betaName: "Horn_of_Bug", koreanName: "쿠크레의더듬이" },
{ id: 929, name: "Immortal_Heart", alphaName: "Immortal_Heart", betaName: "Immortal_Heart", koreanName: "멈추지않는심장" },
{ id: 930, name: "Rotten_Bandage", alphaName: "Rotten_Bandage", betaName: "Rotten_Bandage", koreanName: "썩은붕대" },
{ id: 931, name: "Orcish_Voucher", alphaName: "Orcish_Voucher", betaName: "Orcish_Voucher", koreanName: "오크족전사의증표" },
{ id: 932, name: "Skel-Bone", alphaName: "Skel_Bone", betaName: "Skel_Bone", koreanName: "스켈본" },
{ id: 934, name: "Memento", alphaName: "Dead's_Memento", betaName: "Memento_of_dead", koreanName: "사자의유품" },
{ id: 935, name: "Shell", alphaName: "Shell", betaName: "Shell", koreanName: "단단한껍질" },
{ id: 936, name: "Scale_Shell", alphaName: "Scale_Skin", betaName: "Scale_Skin", koreanName: "비늘피부" },
{ id: 937, name: "Venom_Canine", alphaName: "Poison_Cuspid", betaName: "Posion_Cuspid", koreanName: "독송곳니" },
{ id: 938, name: "Sticky_Mucus", alphaName: "Sticky_Mucus", betaName: "Sticky_Mucus", koreanName: "끈적끈적한액체" },
{ id: 939, name: "Bee_Sting", alphaName: "Amulet", betaName: "Amulet", koreanName: "반혼부" },
{ id: 715, name: "Yellow_Gemstone", alphaName: "Yellow_Gemstone", betaName: "Yellow_Gemstone", koreanName: "상아색룬" },
{ id: 716, name: "Red_Gemstone", alphaName: "Red_Gemstone", betaName: "Red_Gemstone", koreanName: "진홍색룬" },
{ id: 717, name: "Blue_Gemstone", alphaName: "Blue_Gemstone", betaName: "Blue_Gemstone", koreanName: "바다색룬" },
{ id: 721, name: "Emerald", alphaName: "Azure_Jewel", betaName: "Azure_Jewel", koreanName: "초록색보석" },
{ id: 722, name: "Pearl", alphaName: "Scarlet_Jewel", betaName: "Scarlet_Jewel", koreanName: "분홍색보석" },
{ id: 723, name: "Ruby", alphaName: "Wine_Jewel", betaName: "Red_Jewel", koreanName: "붉은색보석" },
{ id: 726, name: "Sapphire", alphaName: "Blue_Jewel", betaName: "Blue_Jewel", koreanName: "파란색보석" },
{ id: 720, name: "Aquamarine", alphaName: "Skyblue_Jewel", betaName: "Skyblue_Jewel", koreanName: "하늘색보석" },
{ id: 728, name: "Topaz", alphaName: "Golden_Jewel", betaName: "Golden_Jewel", koreanName: "노란색보석" },
{ id: 730, name: "1carat_Diamond", alphaName: "Clear_Jewel", betaName: "Crystal_Jewel", koreanName: "투명한보석" },
{ id: 20001, name: "Beast's Mane", alphaName: "Beast's_Mane", betaName: "Apple", koreanName: "반인반수의갈기털" },
{ id: 20002, name: "Resident Cert", alphaName: "Resident_Cert", betaName: "Apple", koreanName: "주민등록등본" },
{ id: 20003, name: "Business Cert", alphaName: "Business_Cert", betaName: "Apple", koreanName: "사업자등록등본" },
{ id: 20004, name: "Trading License", alphaName: "Trading_License", betaName: "Apple", koreanName: "상인신청서" },
{ id: 20005, name: "Swordman's Card", alphaName: "Swordman's_Card", betaName: "Apple", koreanName: "검사자격수검표" },
{ id: 20006, name: "Swordman Permit", alphaName: "Swordman_Permit", betaName: "Apple", koreanName: "검사자격증" },
{ id: 20007, name: "Merchant Permit", alphaName: "Merchant_Permit", betaName: "Apple", koreanName: "상인자격증" },
{ id: 20008, name: "Clothes Receipt", alphaName: "Clothes_Receipt", betaName: "Apple", koreanName: "셔츠영수증" },
{ id: 20009, name: "Working Shirt", alphaName: "Working_Shirt", betaName: "Apple", koreanName: "작업용셔츠" },

// iRO Beta1 (2002-02-20)
//---------------------------------------------------------------------------

// Healing
{ id: 503, name: "Yellow_potion", alphaName: "Yellow_Potion", betaName: "Yellow_Potion", koreanName: "REPLACE_ME" },
{ id: 504, name: "White_Potion", alphaName: "White_Potion", betaName: "White_Potion", koreanName: "REPLACE_ME" },
{ id: 505, name: "Blue_Potion", alphaName: "Blue_Potion", betaName: "Blue_Potion", koreanName: "REPLACE_ME" },
{ id: 508, name: "Yellow_Herb", alphaName: "Yellow_Herb", betaName: "Yellow_Herb", koreanName: "REPLACE_ME" },
{ id: 509, name: "White_Herb", alphaName: "White_Herb", betaName: "White_Herb", koreanName: "REPLACE_ME" },
{ id: 510, name: "Blue_Herb", alphaName: "Blue_Herb", betaName: "Blue_Herb", koreanName: "REPLACE_ME" },
{ id: 511, name: "Green_Herb", alphaName: "Green_Herb", betaName: "Green_Herb", koreanName: "REPLACE_ME" },
{ id: 515, name: "Carrot", alphaName: "Carrot", betaName: "Carrot", koreanName: "REPLACE_ME" },
{ id: 516, name: "Sweet_Potato", alphaName: "Sweet_Potato", betaName: "Sweet_Potato", koreanName: "REPLACE_ME" },
{ id: 518, name: "Honey", alphaName: "Honey", betaName: "Honey", koreanName: "REPLACE_ME" },
{ id: 519, name: "Milk", alphaName: "Milk", betaName: "Milk", koreanName: "REPLACE_ME" },
{ id: 520, name: "Hinalle_Leaflet", alphaName: "Leaf_of_Hinalle", betaName: "Leaf_of_Hinalle", koreanName: "REPLACE_ME" },
{ id: 521, name: "Aloe_Leaflet", alphaName: "Leaf_of_Aloe", betaName: "Leaf_of_Aloe", koreanName: "REPLACE_ME" },
{ id: 522, name: "Mastela_Fruit", alphaName: "Fruit_of_Mastela", betaName: "Fruit_of_Mastela", koreanName: "REPLACE_ME" },
{ id: 523, name: "Holy_Water", alphaName: "Holy_Water", betaName: "Holy_Water", koreanName: "REPLACE_ME" },
{ id: 525, name: "Panacea", alphaName: "Special_Medicine", betaName: "Special_Medicine", koreanName: "REPLACE_ME" },
{ id: 526, name: "Royal_Jelly", alphaName: "Royal_Jelly", betaName: "Royal_Jelly", koreanName: "REPLACE_ME" },
{ id: 528, name: "Monster's_Feed", alphaName: "Monster's_Feed", betaName: "Monster's_Feed", koreanName: "REPLACE_ME" },
{ id: 529, name: "Candy", alphaName: "Candy", betaName: "Candy", koreanName: "REPLACE_ME" },
{ id: 530, name: "Candy_Cane", alphaName: "Candy_Striper", betaName: "Candy_Striper", koreanName: "REPLACE_ME" },
{ id: 531, name: "Apple_Juice", alphaName: "Apple_Juice", betaName: "Apple_Juice", koreanName: "REPLACE_ME" },
{ id: 532, name: "Banana_Juice", alphaName: "Banana_Juice", betaName: "Banana_Juice", koreanName: "REPLACE_ME" },
{ id: 533, name: "Grape_Juice", alphaName: "Grape_Juice", betaName: "Grape_Juice", koreanName: "REPLACE_ME" },
{ id: 534, name: "Carrot_Juice", alphaName: "Carrot_Juice", betaName: "Carrot_Juice", koreanName: "REPLACE_ME" },

// Usable
{ id: 601, name: "Fly_Wing", alphaName: "Wing_of_Fly", betaName: "Wing_of_Fly", koreanName: "REPLACE_ME" },
{ id: 602, name: "Butterfly_Wing", alphaName: "Wing_of_Butterfly", betaName: "Wing_of_Butterfly", koreanName: "REPLACE_ME" },
{ id: 603, name: "Old_Blue_Box", alphaName: "Old_Blue_Box", betaName: "Old_Blue_Box", koreanName: "REPLACE_ME" },
{ id: 604, name: "Dead_Branch", alphaName: "Branch_of_Dead_tree", betaName: "Branch_of_Dead_tree", koreanName: "REPLACE_ME" },
{ id: 605, name: "Anodyne", alphaName: "Anodyne", betaName: "Anodyne", koreanName: "REPLACE_ME" },
{ id: 606, name: "Aloevera", alphaName: "Aloebera", betaName: "Aloebera", koreanName: "REPLACE_ME" },
{ id: 607, name: "Yggdrasilberry", alphaName: "Yggdrasilberry", betaName: "Yggdrasilberry", koreanName: "REPLACE_ME" },
{ id: 608, name: "Yggdrasil_Seed", alphaName: "Seed_of_Yggdrasil", betaName: "Seed_of_Yggdrasil", koreanName: "REPLACE_ME" },

// Weapons - Swords
{ id: 1102, name: "Sword", alphaName: "Sword_", betaName: "Sword_", koreanName: "REPLACE_ME" },
{ id: 1103, name: "Sword", alphaName: "Sword__", betaName: "Sword__", koreanName: "REPLACE_ME" },
{ id: 1105, name: "Falchion", alphaName: "Falchion_", betaName: "Falchion_", koreanName: "REPLACE_ME" },
{ id: 1106, name: "Falchion", alphaName: "Falchion__", betaName: "Falchion__", koreanName: "REPLACE_ME" },
{ id: 1108, name: "Blade", alphaName: "Blade_", betaName: "Blade_", koreanName: "REPLACE_ME" },
{ id: 1109, name: "Blade", alphaName: "Blade__", betaName: "Blade__", koreanName: "REPLACE_ME" },
{ id: 1111, name: "Rapier", alphaName: "Lapier_", betaName: "Lapier_", koreanName: "REPLACE_ME" },
{ id: 1112, name: "Rapier", alphaName: "Lapier__", betaName: "Lapier__", koreanName: "REPLACE_ME" },
{ id: 1113, name: "Scimiter", alphaName: "Scimiter", betaName: "Scimiter", koreanName: "REPLACE_ME" },
{ id: 1114, name: "Scimiter", alphaName: "Scimiter_", betaName: "Scimiter_", koreanName: "REPLACE_ME" },
{ id: 1115, name: "Scimiter", alphaName: "Scimiter__", betaName: "Scimiter__", koreanName: "REPLACE_ME" },
{ id: 1117, name: "Katana", alphaName: "Katana_", betaName: "Katana_", koreanName: "REPLACE_ME" },
{ id: 1118, name: "Katana", alphaName: "Katana__", betaName: "Katana__", koreanName: "REPLACE_ME" },
{ id: 1120, name: "Tsurugi", alphaName: "Tsurugi_", betaName: "Tsurugi_", koreanName: "REPLACE_ME" },
{ id: 1121, name: "Tsurugi", alphaName: "Tsurugi__", betaName: "Tsurugi__", koreanName: "REPLACE_ME" },
{ id: 1122, name: "Ring_Pommel_Saber", alphaName: "Ring_pommel_Saber", betaName: "Ring_pommel_Saber", koreanName: "REPLACE_ME" },
{ id: 1123, name: "Haedonggum", alphaName: "Haedonggum", betaName: "Haedonggum", koreanName: "REPLACE_ME" },
{ id: 1124, name: "Orcish_Sword", alphaName: "orcish_sword", betaName: "orcish_sword", koreanName: "REPLACE_ME" },
{ id: 1152, name: "Slayer", alphaName: "Slayer_", betaName: "Slayer_", koreanName: "REPLACE_ME" },
{ id: 1153, name: "Slayer", alphaName: "Slayer__", betaName: "Slayer__", koreanName: "REPLACE_ME" },
{ id: 1155, name: "Bastard_Sword", alphaName: "Bastard_Sword_", betaName: "Bastard_Sword_", koreanName: "REPLACE_ME" },
{ id: 1156, name: "Bastard_Sword", alphaName: "Bastard_Sword__", betaName: "Bastard_Sword__", koreanName: "REPLACE_ME" },
